sku,categories,product_websites
MP02-34-Gray,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
MP02-34-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
MP02-36-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
MP02-36-Gray,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
MP02-36-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
MP02,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
MP03-32-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-32-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-32-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-33-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-33-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-33-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-34-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-34-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-34-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-36-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-36-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03-36-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP03,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP04-32-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-32-Gray,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-32-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-33-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-33-Gray,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-33-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-34-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-34-Gray,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-34-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-36-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-36-Gray,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04-36-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP04,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP05-32-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-32-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-32-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-33-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-33-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-33-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-34-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-34-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-34-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-36-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-36-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05-36-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP05,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP06-32-Gray,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-32-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-32-Orange,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-33-Gray,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-33-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-33-Orange,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-34-Gray,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-34-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-34-Orange,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-36-Gray,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-36-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06-36-Orange,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP06,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
MP07-32-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-32-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-32-Purple,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-33-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-33-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-33-Purple,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-34-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-34-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-34-Purple,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-36-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-36-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07-36-Purple,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP07,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-32-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-32-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-32-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-33-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-33-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-33-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-34-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-34-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-34-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-36-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-36-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08-36-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP08,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
MP09-32-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-32-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-32-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-33-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-33-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-33-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-34-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-34-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-34-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-36-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-36-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09-36-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP09,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-32-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-32-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-32-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-33-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-33-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-33-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-34-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-34-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-34-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-36-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-36-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10-36-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP10,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-32-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-32-Brown,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-32-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-33-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-33-Brown,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-33-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-34-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-34-Brown,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-34-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-36-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-36-Brown,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11-36-Green,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP11,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MP12-32-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-32-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-32-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-33-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-33-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-33-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-34-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-34-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-34-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-36-Black,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-36-Blue,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12-36-Red,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MP12,"Luma Europe Catalog/Men/Bottoms/Trousers,Luma Europe Catalog/Promotions/Pants","luma_gbp,luma_euro"
MSH01-32-Black,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-32-Blue,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-32-Red,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-33-Black,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-33-Blue,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-33-Red,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-34-Black,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-34-Blue,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-34-Red,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-36-Black,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-36-Blue,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01-36-Red,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH01,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
MSH02-32-Black,Luma Europe Catalog/Men/Bottoms/Shorts,"luma_gbp,luma_euro"
MSH02-33-Black,Luma Europe Catalog/Men/Bottoms/Shorts,"luma_gbp,luma_euro"
MSH02-34-Black,Luma Europe Catalog/Men/Bottoms/Shorts,"luma_gbp,luma_euro"
MSH02-36-Black,Luma Europe Catalog/Men/Bottoms/Shorts,"luma_gbp,luma_euro"
MSH02,Luma Europe Catalog/Men/Bottoms/Shorts,"luma_gbp,luma_euro"
MSH03-32-Black,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
MSH03-32-Blue,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
MSH03-32-Green,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
MSH03-33-Black,"Luma Europe Catalog/Men/Bottoms/Shorts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
